sample	unit	library	flowcell	platform	barcode	sample_id	lane	fq1	fq2	kb1	kb2
s097	1	lib	whatever	ILLUMINA	DPCh_plate2_A01_S97	T145057	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A01_S97_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A01_S97_R2_001.fastq.gz	1194508.5	1401935.9
s098	1	lib	whatever	ILLUMINA	DPCh_plate2_A02_S98	T145065	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A02_S98_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A02_S98_R2_001.fastq.gz	976130.5	1148721.6
s099	1	lib	whatever	ILLUMINA	DPCh_plate2_A03_S99	T145082	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A03_S99_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A03_S99_R2_001.fastq.gz	1381813.1	1624618.6
s100	1	lib	whatever	ILLUMINA	DPCh_plate2_A04_S100	T145092	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A04_S100_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A04_S100_R2_001.fastq.gz	963573.3	1092942.9
s101	1	lib	whatever	ILLUMINA	DPCh_plate2_A05_S101	T148319	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A05_S101_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A05_S101_R2_001.fastq.gz	768678.7	864571
s102	1	lib	whatever	ILLUMINA	DPCh_plate2_A06_S102	T148342	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A06_S102_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A06_S102_R2_001.fastq.gz	1144046.8	1342536.4
s103	1	lib	whatever	ILLUMINA	DPCh_plate2_A07_S103	T148361	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A07_S103_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A07_S103_R2_001.fastq.gz	1302388.8	1523035.3
s104	1	lib	whatever	ILLUMINA	DPCh_plate2_A08_S104	T148374	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A08_S104_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_A08_S104_R2_001.fastq.gz	473346.3	555158.3
s105	1	lib	whatever	ILLUMINA	DPCh_plate2_B01_S105	T145058	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B01_S105_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B01_S105_R2_001.fastq.gz	1374523.8	1621877.4
s106	1	lib	whatever	ILLUMINA	DPCh_plate2_B02_S106	T145066	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B02_S106_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B02_S106_R2_001.fastq.gz	1721909.2	1997276.4
s107	1	lib	whatever	ILLUMINA	DPCh_plate2_B03_S107	T145084	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B03_S107_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B03_S107_R2_001.fastq.gz	1053899.9	1230267.2
s108	1	lib	whatever	ILLUMINA	DPCh_plate2_B04_S108	T145097	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B04_S108_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B04_S108_R2_001.fastq.gz	552737.1	632818.6
s109	1	lib	whatever	ILLUMINA	DPCh_plate2_B05_S109	T148321	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B05_S109_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B05_S109_R2_001.fastq.gz	1438910.3	1690468.3
s110	1	lib	whatever	ILLUMINA	DPCh_plate2_B06_S110	T148345	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B06_S110_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B06_S110_R2_001.fastq.gz	1494649.2	1765013
s111	1	lib	whatever	ILLUMINA	DPCh_plate2_B07_S111	T148367	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B07_S111_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B07_S111_R2_001.fastq.gz	1069404.7	1214076.8
s112	1	lib	whatever	ILLUMINA	DPCh_plate2_B08_S112	T148386	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B08_S112_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_B08_S112_R2_001.fastq.gz	807841.1	953503
s113	1	lib	whatever	ILLUMINA	DPCh_plate2_C01_S113	T145059	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C01_S113_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C01_S113_R2_001.fastq.gz	1096779.4	1263813.9
s114	1	lib	whatever	ILLUMINA	DPCh_plate2_C02_S114	T145067	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C02_S114_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C02_S114_R2_001.fastq.gz	1092341.4	1290414
s115	1	lib	whatever	ILLUMINA	DPCh_plate2_C03_S115	T145085	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C03_S115_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C03_S115_R2_001.fastq.gz	1230535.6	1466570.2
s116	1	lib	whatever	ILLUMINA	DPCh_plate2_C04_S116	T145100	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C04_S116_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C04_S116_R2_001.fastq.gz	1046749.7	1197256.4
s117	1	lib	whatever	ILLUMINA	DPCh_plate2_C05_S117	T148325	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C05_S117_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C05_S117_R2_001.fastq.gz	926526.7	1084875.5
s118	1	lib	whatever	ILLUMINA	DPCh_plate2_C06_S118	T148346	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C06_S118_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C06_S118_R2_001.fastq.gz	1586405.5	1850326.9
s119	1	lib	whatever	ILLUMINA	DPCh_plate2_C07_S119	T148368	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C07_S119_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C07_S119_R2_001.fastq.gz	837071.3	984219.8
s120	1	lib	whatever	ILLUMINA	DPCh_plate2_C08_S120	T148391	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C08_S120_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_C08_S120_R2_001.fastq.gz	388235.4	448790.7
s121	1	lib	whatever	ILLUMINA	DPCh_plate2_D01_S121	T145060	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D01_S121_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D01_S121_R2_001.fastq.gz	1262471.6	1460077.1
s122	1	lib	whatever	ILLUMINA	DPCh_plate2_D02_S122	T145068	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D02_S122_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D02_S122_R2_001.fastq.gz	1171902.6	1369203.3
s123	1	lib	whatever	ILLUMINA	DPCh_plate2_D03_S123	T145086	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D03_S123_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D03_S123_R2_001.fastq.gz	1213362.7	1423926.1
s124	1	lib	whatever	ILLUMINA	DPCh_plate2_D04_S124	T145101	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D04_S124_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D04_S124_R2_001.fastq.gz	1018482.9	1189245.3
s125	1	lib	whatever	ILLUMINA	DPCh_plate2_D05_S125	T148326	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D05_S125_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D05_S125_R2_001.fastq.gz	1466611.7	1715623.7
s126	1	lib	whatever	ILLUMINA	DPCh_plate2_D06_S126	T148347	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D06_S126_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D06_S126_R2_001.fastq.gz	1645063.2	1932021.1
s127	1	lib	whatever	ILLUMINA	DPCh_plate2_D07_S127	T148369	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D07_S127_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D07_S127_R2_001.fastq.gz	1605086.6	1863399.1
s128	1	lib	whatever	ILLUMINA	DPCh_plate2_D08_S128	T148392	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D08_S128_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_D08_S128_R2_001.fastq.gz	2252638	2612522.7
s129	1	lib	whatever	ILLUMINA	DPCh_plate2_E01_S129	T145061	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E01_S129_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E01_S129_R2_001.fastq.gz	1262826	1481910.1
s130	1	lib	whatever	ILLUMINA	DPCh_plate2_E02_S130	T145069	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E02_S130_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E02_S130_R2_001.fastq.gz	1191926.5	1415270.7
s131	1	lib	whatever	ILLUMINA	DPCh_plate2_E03_S131	T145087	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E03_S131_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E03_S131_R2_001.fastq.gz	1228776.6	1441405.1
s132	1	lib	whatever	ILLUMINA	DPCh_plate2_E04_S132	T145102	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E04_S132_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E04_S132_R2_001.fastq.gz	1359655.7	1590236.6
s133	1	lib	whatever	ILLUMINA	DPCh_plate2_E05_S133	T148333	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E05_S133_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E05_S133_R2_001.fastq.gz	1368139.1	1447467.5
s134	1	lib	whatever	ILLUMINA	DPCh_plate2_E06_S134	T148350	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E06_S134_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E06_S134_R2_001.fastq.gz	1723824.1	2058691.1
s135	1	lib	whatever	ILLUMINA	DPCh_plate2_E07_S135	T148370	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E07_S135_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E07_S135_R2_001.fastq.gz	1324697.6	1549573.3
s136	1	lib	whatever	ILLUMINA	DPCh_plate2_E08_S136	T148396	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E08_S136_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_E08_S136_R2_001.fastq.gz	714093.8	831268.9
s137	1	lib	whatever	ILLUMINA	DPCh_plate2_F01_S137	T145062	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F01_S137_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F01_S137_R2_001.fastq.gz	1446150.6	1720472.8
s138	1	lib	whatever	ILLUMINA	DPCh_plate2_F02_S138	T145070	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F02_S138_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F02_S138_R2_001.fastq.gz	1372307.8	1616823.6
s139	1	lib	whatever	ILLUMINA	DPCh_plate2_F03_S139	T145088	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F03_S139_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F03_S139_R2_001.fastq.gz	1333940	1550483.8
s140	1	lib	whatever	ILLUMINA	DPCh_plate2_F04_S140	T145103	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F04_S140_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F04_S140_R2_001.fastq.gz	1109555.4	1304108.6
s141	1	lib	whatever	ILLUMINA	DPCh_plate2_F05_S141	T148335	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F05_S141_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F05_S141_R2_001.fastq.gz	1322533	1558213.8
s142	1	lib	whatever	ILLUMINA	DPCh_plate2_F06_S142	T148351	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F06_S142_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F06_S142_R2_001.fastq.gz	1890794.8	2260664.4
s143	1	lib	whatever	ILLUMINA	DPCh_plate2_F07_S143	T148371	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F07_S143_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F07_S143_R2_001.fastq.gz	1350000.3	1587264.8
s144	1	lib	whatever	ILLUMINA	DPCh_plate2_F08_S144	T148397	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F08_S144_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_F08_S144_R2_001.fastq.gz	809198.1	946808.5
s145	1	lib	whatever	ILLUMINA	DPCh_plate2_G01_S145	T145063	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G01_S145_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G01_S145_R2_001.fastq.gz	1544386.9	1812138.7
s146	1	lib	whatever	ILLUMINA	DPCh_plate2_G02_S146	T145071	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G02_S146_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G02_S146_R2_001.fastq.gz	1684221.5	1993348
s147	1	lib	whatever	ILLUMINA	DPCh_plate2_G03_S147	T145089	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G03_S147_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G03_S147_R2_001.fastq.gz	1653708.3	1949199.2
s148	1	lib	whatever	ILLUMINA	DPCh_plate2_G04_S148	T145104	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G04_S148_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G04_S148_R2_001.fastq.gz	1374943.3	1614430.6
s149	1	lib	whatever	ILLUMINA	DPCh_plate2_G05_S149	T148337	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G05_S149_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G05_S149_R2_001.fastq.gz	1323739	1549310.9
s150	1	lib	whatever	ILLUMINA	DPCh_plate2_G06_S150	T148352	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G06_S150_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G06_S150_R2_001.fastq.gz	708936.6	843271.9
s151	1	lib	whatever	ILLUMINA	DPCh_plate2_G07_S151	T148372	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G07_S151_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G07_S151_R2_001.fastq.gz	1705382.5	2010075.1
s152	1	lib	whatever	ILLUMINA	DPCh_plate2_G08_S152	T148407	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G08_S152_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_G08_S152_R2_001.fastq.gz	702677.7	836540.3
s153	1	lib	whatever	ILLUMINA	DPCh_plate2_H01_S153	T145064	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H01_S153_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H01_S153_R2_001.fastq.gz	1156586.5	1355383.1
s154	1	lib	whatever	ILLUMINA	DPCh_plate2_H02_S154	T145073	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H02_S154_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H02_S154_R2_001.fastq.gz	1861583.1	2201287.6
s155	1	lib	whatever	ILLUMINA	DPCh_plate2_H03_S155	T145091	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H03_S155_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H03_S155_R2_001.fastq.gz	1480946.8	1741646.8
s156	1	lib	whatever	ILLUMINA	DPCh_plate2_H04_S156	T145105	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H04_S156_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H04_S156_R2_001.fastq.gz	1444814.1	1702326.5
s157	1	lib	whatever	ILLUMINA	DPCh_plate2_H05_S157	T148340	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H05_S157_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H05_S157_R2_001.fastq.gz	1745906.6	2058765.4
s158	1	lib	whatever	ILLUMINA	DPCh_plate2_H06_S158	T148353	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H06_S158_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H06_S158_R2_001.fastq.gz	2099279.2	2458705.9
s159	1	lib	whatever	ILLUMINA	DPCh_plate2_H07_S159	T148373	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H07_S159_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H07_S159_R2_001.fastq.gz	1386143.6	1651546.5
s160	1	lib	whatever	ILLUMINA	DPCh_plate2_H08_S160	T148412	1	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H08_S160_R1_001.fastq.gz	data/chinook_WGS_Berkeley_raw/DPCh_plate2_H08_S160_R2_001.fastq.gz	883915.2	1041076.2
